"Merit No.","MHT-CET Score","Branch","Gender","Candidate Category","Seat Type","College Name","Application ID"
"59543","79.1872032","Electronics and Computer Engineering","M","SEBC","TFWS","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24251347"
"60203","78.9969285","Electronics and Computer Engineering","M","SEBC","ATFWS","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24267509"
"62047","78.1973837","Electronics and Computer Engineering","M","OPEN"," TFWS","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24270028"
"62217","78.1946121","Electronics and Computer Engineering","M","OPEN","ATFWS","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24236493"
"63825","77.7152332","Electronics and Computer Engineering","M","SEBC$#","^ TFWS","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24319653"
"65725","76.7300255","Electronics and Computer Engineering","M","OPEN","ATFWS","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24184198"
"60949","78.8104900","Electronics and Communication (Advanced Communication Technology)","M","OPEN","ATFWS","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24209720"
"69105","75.3591206","Electronics and Communication (Advanced Communication Technology)","F","OPEN","ATFWS","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24298186"
"87413","67.6869909","Electronics and Communication (Advanced Communication Technology)","F","SEBC$","^ TFWS","CSMSS Chh. Shahu College of Engineering, Aurangabad","EN24292568"
"163841","18.5767410","Civil Engineering","M","ST","& TFWS","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24273572"
"130985","44.3676458","Computer Engineering","M","OBC","~ GOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24291114"
"142076","36.6611018","Computer Engineering","M","SBC","* GOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24271973"
"143270","35.5925864","Computer Engineering","M","OPEN","^ GOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24172020"
"146596","33.0999720","Computer Engineering","F","OPEN","- LOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24211537"
"147437","32.2475132","Computer Engineering","M","SC","& GOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24156876"
"154479","27.4048925","Computer Engineering","F","OPEN","^ LOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24235153"
"156081","25.5936912","Computer Engineering","M","NT 2 (NT-C)$","- GOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24308229"
"156737","24.7657909","Computer Engineering","M","NT 3 (NT-D)#","& GOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24260048"
"161137","21.3531102","Computer Engineering","M","SC","* GOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24268763"
"163341","19.1157452","Computer Engineering","M","SC","^ GOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24199507"
"170573","11.5084415","Computer Engineering","F","SC","& LOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24314992"
"170763","11.4858097","Computer Engineering","M","OPEN","& GOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24301371"
"172495","9.5534224","Computer Engineering","F","NT 2 (NT-C)","& LOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24252513"
"173434","8.4112538","Computer Engineering","M","OBC","* GOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24142440"
"171826","10.2692323","Computer Engineering","M","OBC$","* GOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24176707"
"103359","60.2294112","Computer Engineering","M","NT 1 (NT-B)#","* GOPENO","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24301349"
"156929","24.5948927","Computer Engineering","M","OPEN","* EWS","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24232103"
"118721","51.7862916","Computer Engineering","F","OPEN","^ TFWS","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24218624"
"137515","39.7481853","Computer Engineering","M","OPEN","ATFWS","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24318032"
"145385","34.2191386","Computer Engineering","M","OPEN","* TFWS","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24171259"
"179296","0.4923189","Computer Engineering","M","DT/VJ","* TFWS","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24102051"
"97541","62.9029550","Information Technology","M","SC","^ TFWS","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24105168"
"82294","69.8140377","Information Technology","M","OPEN","* GOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24172954"
"130179","44.5064233","Information Technology","M","OPEN","& GOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24116610"
"137814","39.5390798","Information Technology","M","DT/VJ","* GOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24160833"
"140787","37.6881791","Information Technology","M","OPEN","& GOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24187576"
"169319","13.0991478","Information Technology","M","NT 1 (NT-B)","* GOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24302097"
"161813","20.9331029","Information Technology","M","OPEN","& EWS","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24328317"
"129175","45.4574846","Artificial Intelligence","F","DT/VJ","* LOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24280965"
"136309","40.7306838","Artificial Intelligence","F","OPEN","^ GOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24250056"
"152307","28.7003692","Artificial Intelligence","M","OPEN","- GOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24146927"
"155811","25.6482713","Artificial Intelligence","F","SEBC$","& LOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24325485"
"159903","22.1725851","Artificial Intelligence","M","SBC","& GOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24215485"
"161616","20.9410678","Artificial Intelligence","M","SC","GOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24254180"
"164571","18.1287777","Artificial Intelligence","M","OPEN","* GOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24171909"
"125903","47.4576949","Artificial Intelligence","M","OPEN","~ GOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24318830"
"147008","32.8923205","Artificial Intelligence","F","OPEN","& LOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24150831"
"171034","11.3877670","Artificial Intelligence","M","OBC","& GOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24241540"
"172010","9.9567819","Artificial Intelligence","M","OBC","* GOPENH","Jijau Institute of Engineering Technology and Management, Khandgaon (Bendri), Taluka Naigaon, District Nanded","EN24247006"
